,Negativity,Sentences
7376,0,thinking of you katy perry
7377,1,you're surrounded by them i have no official niece nephew yet
7378,0,it's freezing and raining here
7379,1,is becoming edgy bcause the lappy ha not arrive yet
7380,1,another favorite local place bite the dust con sabor cubano the place i go to for the most amazing cuban sammiches is closed
7381,1,i took pic but i cant find my camera chord to upload them my cell phone doesnt do justice it feel like nothing on
7382,0,haha well i wa at my friend's party but then i realized i forgot my stepmom's bday so i had to come home to call her
7383,0,i just saw a pony that used to live in front of my house again he's developed cushing's disease tho
7384,1,byebye web buddy the cube look so sad sroach i had no idea you are bigtoach
7385,0,i just found out minute ago mama said his speech is still slurred but he seems to be doing ok
7386,0,thinking of making a google wave wordpress plugin in the next month really want to test it
7387,1,seriously it used to spend most of the time in my house
7388,0,it is confusing and flippin expensive
7389,1,no kidding the trend are pretty much useless now too bad
7390,1,yeaaaahh lunch but no food money
7391,1,heading out to the park with the kid hope it doe not rain looking cloudy
7392,0,fuck i hate when the strawberry run out in my special k
7393,1,getting a cleaning on tues then getting a tooth pulled on thurs then gotta schedule a bridge that might need a root canal ugh
7394,1,it brokey
7395,0,we wasnt invited to yall get togethers either then and wa playin security and told u to be quiet
7396,1,where is the bos i'd like to have my check and leave please
7397,1,we're not gonna be able to talk again
7398,1,sad today neighbour taking down beautiful willow tree
7399,0,cart path only
7400,0,damnnn this day came to fast but i cherished all the moment i had
7401,1,pool party why wasn't i informed
7402,1,michael scholfield is no more he is dead i am sorry
7403,1,whats the video i cant watch it
7404,1,had a good day but im now skint again
7405,1,oouuch good luck
7406,1,im the only one in the office and i jammed the copier
7407,1,we're gonna miss you dont worry there will be more for sure
7408,0,finally got to wash my hair i feel much better now but i gotta dry it effffffort
7409,0,someone just fuck up birthday sex for me he basically said the song is about a nigga being selfish listen to the song carefully
7410,1,i though the clothes of aw collection from designer will be there together with the visual art but it is not
7411,0,david mitchell's presenting 'have i got news for you' tonight lt i love him i think he's ace lt on another note damn this headache
7412,0,please come to minneapolis st paul area i looked on your schedule but i don't see anything close anytime soon
7413,0,i love him i hate him i loved him yesterday ill hate him tomorrow damn im confused
7414,0,cold and rainy
7415,1,ha the potential is there but so is the loss of finger think you can get the po to do it at a charge and not full proof
7416,1,ha now found a bug in the rhel bnx driver cant handle high packet per second gt k
7417,1,gross it's hot and there's cotton everywhere hello allergy
7418,0,baby i need you right here right now
7419,0,schedule say class i will be late for campjitterbug
7420,0,i work in one hour
7421,1,followfriday although she doesnt consider me a sweetheart to
7422,1,is so gutted she can't get ticket for pink
7423,1,thought she wuz my best friend
7424,1,so sorry definitely getting it out this weekend
7425,1,is still tired due to late night out and work and ha to b up early again moro work bad time
7426,0,oh ok i guess next time then
7427,0,wish i wa there
7428,1,again no p f chang for lunch booooo
7429,1,oh well there go my hope for seamless transfer of blog however i am now on track and will have it up and running sometime this eve
7430,0,downside to being on client site no donut today
7431,0,wish i could go gotta work
7432,1,i will take some i am tiny
7433,0,moving block up the street goodbye hardwood floor
7434,1,haa i'm so exciteddd woooo
7435,1,i had to look at it time before it sunk in totally shocked by it tbh
7436,1,sore from ultimate trying to figure out how to pay for school next semester
7437,1,missing loverboy so much
7438,1,quick answer when do i put the bleach in the wash in the start or middle don't laugh me
7439,1,im so tired and sick i have to be better on sunday so i can sing morning and night
7440,0,haha tell me about i've had this feeling everyday of this week
7441,0,going camping in a coupla hour gotta pack everything by myself
7442,0,i really hope you see my tweet sent you so much i swear do a tour in the philippine please prays
7443,1,same a i to bad i'm a programmer only in this company
7444,1,sooo sad i will miss you here in san diego
7445,1,ooow those look painful poor bb
7446,1,time to get to work i'm already starting the day off bad missed the up screening this morning at the el capitan
7447,1,work again
7448,0,how nice
7449,1,so i have done absolutely nothing all day today how pitiful is that smdh guess i cant go out nite i gotta work booo
7450,0,guess i am very shallow then
7451,1,nooo i wanna watch the comet dont wanna go workk
7452,1,bar exam madness topic for today is tort
7453,1,breaking news the broiler at burger king is down there will be no burger at burger king at lunch at least chicken fry were there
7454,0,and the download failed my phone doe not like your phone
7455,1,around hour left until a day weekend and i have waaaay too much work to do
7456,1,didn't think of that why can't people just be nice why would anyone think it's ok to say that much le make a movie
7457,1,i want to party down
7458,0,ewww is that who you're contracted through
7459,1,awwww ur already gone
7460,1,time fly and i never got it all right why oh why
7461,1,i am loving this sunshine and hating the thought of my office without window
7462,1,inooo arent they just i wanna just go down there now an meet kyle again im too obsessed it not fair
7463,0,yep jimmy buffett ftw jimmy need to tweet his word of wisdom every morning
7464,1,hey you have a bunch of event on facebook that jenny and i aren't invited to we're sad
7465,0,i want it to rain today like full thunderstorm style but it probably won't
7466,0,trying to shop online wi i could find seven for haha
7467,0,you better come back soon lt
7468,0,i wish paramore would come to ireland
7469,0,more day to go for freedom damn these xams
7470,1,i'm so sorry to hear your bad news i will send happy thought your way that you find a new job very soon
7471,0,i'm playing good because i'm a big baby
7472,1,is somewhat irritated by people coming up to me and asking if i'm so and so from tv or that i look familiar i thought i wa original
7473,0,i'm having a fantastically miserable time so far
7474,1,am but mom because my princess got pneumonia
7475,1,good busy a heck but good feeling yucky at the moment
7476,0,i can't dm you because you aren't following me
7477,0,drag me to hell look so freakin scary watch terminator it wa really good
7478,0,listening music home all alone lol who want come over amp hang with me lol
7479,1,i don't wanna work over the weekend
7480,0,no new tuba until th of july weekend
7481,0,thank you
7482,1,cool i have one from a decluttering friend but i don't know how to play
7483,1,selling my bonnaroo ticket can't get any time away from work anyone in the dc area interested i can meet up
